Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;23.2046;;26.4804;;;;94.5947;;4.28009;35.0967;
20120618;03;00;;;25.2873;;26.8009;;;;93.1209;;2.18582;-9.99e+08;
20120618;06;00;;;27.0108;;26.568;;;;93.4337;;1.72043;37.268;
20120618;09;00;;;26.3895;;27.1982;;;;91.1349;;1.03378;-9.99e+08;
20120618;12;00;;;26.7459;;27.4089;;;;90.1122;;0.686646;38.1824;
20120618;15;00;;;25.3467;;27.4274;;;;91.2128;;0.87738;-9.99e+08;
20120618;18;00;;;28.2142;;27.1178;;;;90.2885;;4.42505;37.3631;
20120618;21;00;;;31.0571;;26.7182;;;;93.1328;;1.48773;-9.99e+08;
20120619;00;00;;;35.2008;;27.2392;;;;89.5091;;0.686646;46.8271;
20120619;03;00;;;31.2414;;27.1499;;;;91.7897;;0.961304;-9.99e+08;
20120619;06;00;;;31.8824;;27.5028;;;;89.2556;;0.87738;49.2198;
20120619;09;00;;;32.6492;;27.1466;;;;90.2971;;1.35803;-9.99e+08;
20120619;12;00;;;28.3231;;27.4228;;;;90.6521;;0.999451;47.8292;
20120619;15;00;;;26.9235;;27.2838;;;;91.9768;;1.11389;-9.99e+08;
20120619;18;00;;;26.1717;;27.0591;;;;92.9221;;2.72369;40.1968;
20120619;21;00;;;25.4015;;27.0483;;;;93.2617;;4.02832;-9.99e+08;
20120620;00;00;;;28.0168;;27.9891;;;;87.1491;;3.57056;37.5662;
20120620;03;00;;;26.1286;;28.1805;;;;86.9727;;0.640869;-9.99e+08;
20120620;06;00;;;25.7295;;27.98;;;;88.364;;0.328064;37.0423;
20120620;09;00;;;22.8539;;28.2054;;;;87.2869;;0.37384;-9.99e+08;
20120620;12;00;;;20.9967;;28.365;;;;88.0641;;0.831604;34.403;
20120620;15;00;;;20.9967;;28.365;;;;88.0641;;0.457764;34.403;
20120620;18;00;;;17.884;;27.3395;;;;92.6956;;4.19617;27.4433;
20120620;21;00;;;17.884;;27.3395;;;;92.6956;;4.19617;27.4433;
20120621;00;00;;;19.4669;;27.8379;;;;87.8572;;5.21851;27.6666;
