Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;17.5371;;27.5429;;;;90.9149;;0.881195;31.0854;
20120618;03;00;;;17.075;;28.6447;;;;84.74;;0.343323;-9.99e+08;
20120618;06;00;;;16.6007;;29.0992;;;;82.1653;;0.205994;25.4825;
20120618;09;00;;;14.896;;29.2607;;;;81.5987;;0.0495911;-9.99e+08;
20120618;12;00;;;15.2275;;29.3464;;;;82.1132;;0.0228882;22.0988;
20120618;15;00;;;15.6668;;29.3024;;;;82.2495;;0.00762939;-9.99e+08;
20120618;18;00;;;15.6787;;28.9616;;;;83.3216;;0.0762939;21.1201;
20120618;21;00;;;15.7463;;28.9057;;;;82.5964;;0.114441;-9.99e+08;
20120619;00;00;;;14.633;;29.0205;;;;82.2617;;0.0839233;21.3083;
20120619;03;00;;;15.0784;;29.0874;;;;81.9147;;0.0610352;-9.99e+08;
20120619;06;00;;;14.31;;29.0653;;;;82.1419;;0.114441;19.9288;
20120619;09;00;;;13.6918;;29.2091;;;;81.6867;;0.0152588;-9.99e+08;
20120619;12;00;;;13.5674;;29.1728;;;;82.0985;;0.0686646;18.9008;
20120619;15;00;;;13.7477;;28.8776;;;;83.4844;;0.0534058;-9.99e+08;
20120619;18;00;;;12.9485;;28.8403;;;;83.1135;;0.0991821;18.6799;
20120619;21;00;;;11.7201;;28.7358;;;;82.7973;;0.0305176;-9.99e+08;
20120620;00;00;;;10.9607;;28.8641;;;;82.5365;;0.0152588;17.2472;
20120620;03;00;;;11.0511;;28.9618;;;;82.249;;0.0305176;-9.99e+08;
20120620;06;00;;;10.8521;;28.98;;;;82.1249;;0.0305176;15.2691;
20120620;09;00;;;9.87119;;28.8929;;;;81.7033;;0.0991821;-9.99e+08;
20120620;12;00;;;9.75164;;28.9275;;;;81.1155;;0.137329;14.625;
20120620;15;00;;;9.75164;;28.9275;;;;81.1155;;0.038147;14.625;
20120620;18;00;;;6.61887;;28.5583;;;;80.7481;;0;13.2506;
20120620;21;00;;;6.61887;;28.5583;;;;80.7481;;0;13.2506;
20120621;00;00;;;6.00332;;28.2754;;;;82.0706;;0.0152588;11.8773;
