Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;16.2008;;28.9804;;;;82.5421;;0.0762939;23.6169;
20120618;03;00;;;13.9578;;28.0509;;;;86.8168;;0.301361;-9.99e+08;
20120618;06;00;;;12.4202;;28.068;;;;85.9731;;0.450134;21.2395;
20120618;09;00;;;10.9703;;28.6044;;;;84.0456;;0.00762939;-9.99e+08;
20120618;12;00;;;10.0392;;28.8464;;;;82.895;;0;16.7187;
20120618;15;00;;;10.7387;;28.8649;;;;81.9669;;0.0038147;-9.99e+08;
20120618;18;00;;;10.4989;;28.6178;;;;82.8063;;0.038147;14.7869;
20120618;21;00;;;10.7836;;28.2807;;;;83.7397;;0.289917;-9.99e+08;
20120619;00;00;;;10.168;;28.5517;;;;81.3851;;0.1297;14.641;
20120619;03;00;;;9.00389;;28.8999;;;;79.8004;;0;-9.99e+08;
20120619;06;00;;;9.58571;;29.034;;;;78.1136;;0;13.7987;
20120619;09;00;;;9.22609;;29.0529;;;;77.8946;;0;-9.99e+08;
20120619;12;00;;;8.38609;;28.8915;;;;79.8544;;0;13.0138;
20120619;15;00;;;5.95958;;28.6901;;;;80.8536;;0;-9.99e+08;
20120619;18;00;;;4.1639;;28.3403;;;;81.7496;;0;11.4943;
20120619;21;00;;;3.82055;;28.2046;;;;82.8635;;0;-9.99e+08;
20120620;00;00;;;3.79602;;28.1766;;;;82.1076;;0.0762939;6.69572;
20120620;03;00;;;6.88183;;27.743;;;;85.4217;;0.1297;-9.99e+08;
20120620;06;00;;;5.7981;;28.3863;;;;82.3006;;0;10.6749;
20120620;09;00;;;5.20518;;28.4554;;;;81.3031;;0.0762939;-9.99e+08;
20120620;12;00;;;3.84768;;27.8338;;;;83.7497;;0.366211;9.6948;
20120620;15;00;;;3.84768;;27.8338;;;;83.7497;;0.289917;9.6948;
20120620;18;00;;;2.90819;;26.0895;;;;91.6714;;4.30298;8.72092;
20120620;21;00;;;2.90819;;26.0895;;;;91.6714;;4.30298;8.72092;
20120621;00;00;;;8.82644;;26.3691;;;;89.8587;;11.4288;13.8859;
