Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;17.1502;;27.8866;;;;88.4237;;0.484467;29.3597;
20120618;03;00;;;15.7987;;27.9259;;;;89.2641;;0.717163;-9.99e+08;
20120618;06;00;;;15.8278;;28.3805;;;;85.749;;0.19455;25.1313;
20120618;09;00;;;14.6816;;28.8544;;;;84.1913;;0.137329;-9.99e+08;
20120618;12;00;;;14.9966;;28.9401;;;;84.2349;;0.144958;21.2236;
20120618;15;00;;;15.411;;28.8337;;;;84.8618;;0.0762939;-9.99e+08;
20120618;18;00;;;15.4754;;28.7116;;;;85.1302;;0.221252;21.2112;
20120618;21;00;;;14.1497;;28.7495;;;;83.6635;;0.167847;-9.99e+08;
20120619;00;00;;;13.8634;;28.9892;;;;82.4963;;0.038147;20.5034;
20120619;03;00;;;14.3728;;29.0874;;;;82.1511;;0.038147;-9.99e+08;
20120619;06;00;;;13.6254;;29.034;;;;82.2572;;0.038147;19.0004;
20120619;09;00;;;12.93;;28.9904;;;;82.373;;0.0610352;-9.99e+08;
20120619;12;00;;;12.6198;;28.9853;;;;82.1973;;0.038147;18.0104;
20120619;15;00;;;12.4975;;28.8151;;;;82.7565;;0.106812;-9.99e+08;
20120619;18;00;;;11.7607;;28.7153;;;;82.8608;;0.0152588;16.753;
20120619;21;00;;;9.58326;;28.6108;;;;82.3067;;0.00762939;-9.99e+08;
20120620;00;00;;;9.87726;;28.7079;;;;82.1633;;0;15.7835;
20120620;03;00;;;10.0345;;28.7743;;;;82.2295;;0;-9.99e+08;
20120620;06;00;;;9.68992;;28.8238;;;;82.1085;;0;13.8586;
20120620;09;00;;;7.9394;;28.8617;;;;80.9965;;0.00762939;-9.99e+08;
20120620;12;00;;;7.416;;28.8025;;;;80.6358;;0.00762939;13.2601;
20120620;15;00;;;7.416;;28.8025;;;;80.6358;;0;13.2601;
20120620;18;00;;;4.98137;;28.0895;;;;83.9211;;0.0152588;10.7864;
20120620;21;00;;;4.98137;;28.0895;;;;83.9211;;0.0152588;10.7864;
20120621;00;00;;;4.86869;;27.8379;;;;83.2267;;0.106812;11.5811;
