Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;22.5969;;26.8866;;;;90.8774;;2.13242;38.4551;
20120618;03;00;;;21.0848;;26.8634;;;;92.2945;;5.6839;-9.99e+08;
20120618;06;00;;;17.6925;;26.9742;;;;92.3435;;4.6463;33.1104;
20120618;09;00;;;19.1273;;28.1044;;;;84.9835;;0.366211;-9.99e+08;
20120618;12;00;;;17.5981;;28.9089;;;;81.5952;;0.0114441;26.8487;
20120618;15;00;;;16.4814;;29.1149;;;;81.405;;0.0686646;-9.99e+08;
20120618;18;00;;;15.4353;;27.3366;;;;89.6362;;1.79291;23.0906;
20120618;21;00;;;14.7616;;26.9995;;;;92.1792;;3.05176;-9.99e+08;
20120619;00;00;;;15.4795;;27.4267;;;;90.1856;;2.02179;22.3506;
20120619;03;00;;;15.1989;;28.5249;;;;84.2632;;0.0457764;-9.99e+08;
20120619;06;00;;;15.7391;;29.0028;;;;81.8988;;0.0686646;21.14;
20120619;09;00;;;13.6391;;27.7404;;;;87.7099;;2.18201;-9.99e+08;
20120619;12;00;;;12.6799;;27.4853;;;;87.8879;;3.0365;20.674;
20120619;15;00;;;13.19;;28.0651;;;;85.7483;;0.205994;-9.99e+08;
20120619;18;00;;;14.0927;;28.1528;;;;85.1264;;0.144958;19.388;
20120619;21;00;;;10.8026;;28.4858;;;;82.7719;;0.282288;-9.99e+08;
20120620;00;00;;;10.3401;;28.7704;;;;81.2266;;0.00762939;18.8286;
20120620;03;00;;;13.1304;;29.0555;;;;80.9658;;0.00762939;-9.99e+08;
20120620;06;00;;;10.7682;;29.1363;;;;80.3879;;0.0839233;17.496;
20120620;09;00;;;9.89904;;29.0492;;;;80.7845;;0.0610352;-9.99e+08;
20120620;12;00;;;8.59529;;29.0525;;;;80.7799;;0.0762939;14.3858;
20120620;15;00;;;8.59529;;29.0525;;;;80.7799;;0.0152588;14.3858;
20120620;18;00;;;7.21839;;27.7458;;;;86.6331;;0.350952;13.5942;
20120620;21;00;;;7.21839;;27.7458;;;;86.6331;;0.350952;13.5942;
20120621;00;00;;;9.8001;;27.4316;;;;87.0543;;0.335693;16.1184;
