Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;19.6117;;26.8241;;;;93.3434;;8.57162;37.6445;
20120618;03;00;;;20.9752;;27.1759;;;;92.4471;;7.83539;-9.99e+08;
20120618;06;00;;;19.303;;27.0992;;;;91.6656;;7.98416;30.0881;
20120618;09;00;;;22.1667;;29.6044;;;;80.0145;;0.63324;-9.99e+08;
20120618;12;00;;;20.5999;;28.9714;;;;83.7513;;0.667572;30.4804;
20120618;15;00;;;22.1845;;28.2399;;;;88.3525;;2.46048;-9.99e+08;
20120618;18;00;;;20.7722;;27.6178;;;;90.7203;;3.18146;31.2425;
20120618;21;00;;;21.3429;;29.562;;;;79.6381;;0.762939;-9.99e+08;
20120619;00;00;;;22.8654;;29.958;;;;78.0114;;0.00762939;30.1854;
20120619;03;00;;;23.1127;;29.8999;;;;78.7853;;0.0228882;-9.99e+08;
20120619;06;00;;;21.7788;;29.9403;;;;78.5598;;0;30.7385;
20120619;09;00;;;21.0568;;29.8654;;;;78.8883;;0;-9.99e+08;
20120619;12;00;;;21.4382;;29.9228;;;;78.8419;;0;28.5544;
20120619;15;00;;;22.4967;;29.4088;;;;82.5785;;0.0839233;-9.99e+08;
20120619;18;00;;;22.1418;;28.7153;;;;86.678;;0.190735;30.2015;
20120619;21;00;;;22.0318;;29.6733;;;;79.7449;;0.0686646;-9.99e+08;
20120620;00;00;;;21.6608;;29.6454;;;;79.8225;;0;29.3877;
20120620;03;00;;;20.7927;;29.8993;;;;78.7781;;0.00762939;-9.99e+08;
20120620;06;00;;;19.5051;;29.7925;;;;79.2083;;0.0305176;28.4974;
20120620;09;00;;;19.9807;;29.8304;;;;79.7239;;0;-9.99e+08;
20120620;12;00;;;18.366;;29.74;;;;79.8224;;0.00762939;26.1808;
20120620;15;00;;;18.366;;29.74;;;;79.8224;;0.00762939;26.1808;
20120620;18;00;;;18.8748;;29.2458;;;;81.4075;;0;26.215;
20120620;21;00;;;18.8748;;29.2458;;;;81.4075;;0;26.215;
20120621;00;00;;;16.8983;;29.5566;;;;79.881;;0.0457764;24.855;
