Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;8.46251;;25.5741;;;;93.1496;;1.33896;21.3976;
20120618;03;00;;;11.6529;;27.7697;;;;85.1564;;1.01471;-9.99e+08;
20120618;06;00;;;12.6278;;27.8805;;;;83.726;;2.05612;31.2936;
20120618;09;00;;;9.4855;;27.1669;;;;85.1483;;0.740051;-9.99e+08;
20120618;12;00;;;7.1118;;25.9714;;;;90.0229;;0.350952;29.0642;
20120618;15;00;;;7.23558;;25.2712;;;;93.5948;;0.629425;-9.99e+08;
20120618;18;00;;;7.91216;;24.9928;;;;93.762;;0.709534;20.019;
20120618;21;00;;;7.32885;;24.9995;;;;94.3311;;0.869751;-9.99e+08;
20120619;00;00;;;10.2225;;26.4892;;;;91.6173;;1.14441;23.0511;
20120619;03;00;;;15.3125;;30.4624;;;;72.1719;;0.785828;-9.99e+08;
20120619;06;00;;;14.7613;;29.284;;;;75.9527;;0.686646;35.9877;
20120619;09;00;;;11.9299;;27.0529;;;;86.1202;;1.22833;-9.99e+08;
20120619;12;00;;;7.91468;;25.5478;;;;92.3251;;0.976562;33.5719;
20120619;15;00;;;6.63112;;25.3463;;;;94.1188;;0.434875;-9.99e+08;
20120619;18;00;;;7.96769;;25.2153;;;;93.6821;;0.595093;19.5759;
20120619;21;00;;;7.20476;;24.8296;;;;94.7293;;1.09863;-9.99e+08;
20120620;00;00;;;9.32157;;26.4579;;;;91.1312;;0.961304;22.0218;
20120620;03;00;;;12.3206;;28.118;;;;82.8798;;0.946045;-9.99e+08;
20120620;06;00;;;11.672;;28.2925;;;;82.1716;;0.930786;29.8871;
20120620;09;00;;;9.15015;;27.2054;;;;87.2089;;1.57166;-9.99e+08;
20120620;12;00;;;4.46319;;25.5213;;;;92.5824;;2.46429;29.2905;
20120620;15;00;;;4.46319;;25.5213;;;;92.5824;;0.892639;29.2905;
20120620;18;00;;;5.6089;;25.0583;;;;94.5672;;0.900269;12.4324;
20120620;21;00;;;5.6089;;25.0583;;;;94.5672;;0.900269;12.4324;
20120621;00;00;;;5.36547;;26.5254;;;;90.9454;;1.67847;16.9537;
