Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;17.4977;;27.8241;;;;89.0724;;0.591278;30.2975;
20120618;03;00;;;17.0777;;28.7697;;;;84.1385;;0.12207;-9.99e+08;
20120618;06;00;;;16.2176;;29.2867;;;;81.5957;;0.164032;25.7635;
20120618;09;00;;;14.0277;;29.3857;;;;81.3779;;0.137329;-9.99e+08;
20120618;12;00;;;14.8602;;29.4401;;;;81.8871;;0.0228882;21.4382;
20120618;15;00;;;15.7706;;29.3024;;;;82.6057;;0.0038147;-9.99e+08;
20120618;18;00;;;15.2859;;28.9303;;;;83.3185;;0.0839233;20.8885;
20120618;21;00;;;15.7535;;28.8745;;;;82.9522;;0.167847;-9.99e+08;
20120619;00;00;;;14.8093;;29.0205;;;;82.2617;;0.0610352;21.0976;
20120619;03;00;;;14.634;;29.1187;;;;82.0361;;0.0839233;-9.99e+08;
20120619;06;00;;;14.402;;29.0653;;;;82.2604;;0.144958;19.5719;
20120619;09;00;;;13.6026;;29.3341;;;;80.6507;;0.0305176;-9.99e+08;
20120619;12;00;;;13.3925;;29.3915;;;;80.0268;;0;19.0299;
20120619;15;00;;;13.8679;;29.0026;;;;82.2989;;0.0534058;-9.99e+08;
20120619;18;00;;;13.1362;;28.8716;;;;82.6373;;0.0534058;18.7273;
20120619;21;00;;;11.7957;;28.5796;;;;84.235;;0.114441;-9.99e+08;
20120620;00;00;;;11.3538;;28.6454;;;;84.0835;;0.0839233;17.4788;
20120620;03;00;;;10.9444;;28.8055;;;;83.0693;;0.106812;-9.99e+08;
20120620;06;00;;;10.254;;28.8238;;;;82.8235;;0.198364;15.5159;
20120620;09;00;;;9.75623;;28.6742;;;;83.7144;;0.221252;-9.99e+08;
20120620;12;00;;;9.66387;;28.7713;;;;82.6348;;0.350952;14.0175;
20120620;15;00;;;9.66387;;28.7713;;;;82.6348;;0.1297;14.0175;
20120620;18;00;;;6.9889;;28.527;;;;81.6828;;0.0152588;13.4196;
20120620;21;00;;;6.9889;;28.527;;;;81.6828;;0.0152588;13.4196;
20120621;00;00;;;6.94742;;28.3066;;;;81.3641;;0.0610352;11.7615;
