Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;16.1499;;28.6054;;;;84.0732;;0.289917;24.606;
20120618;03;00;;;15.9414;;28.7697;;;;83.652;;0.152588;-9.99e+08;
20120618;06;00;;;14.8084;;28.943;;;;83.5861;;0.228882;21.3572;
20120618;09;00;;;14.2664;;29.0419;;;;82.8798;;0.102997;-9.99e+08;
20120618;12;00;;;14.1151;;29.0339;;;;82.5555;;0.0534058;19.4695;
20120618;15;00;;;14.3992;;28.8962;;;;83.0429;;0.0152588;-9.99e+08;
20120618;18;00;;;12.8568;;28.6491;;;;84.0187;;0.00762939;18.9805;
20120618;21;00;;;13.383;;28.4995;;;;84.4943;;0.00762939;-9.99e+08;
20120619;00;00;;;12.6127;;28.583;;;;84.3901;;0;17.9196;
20120619;03;00;;;12.947;;28.8999;;;;81.6589;;0;-9.99e+08;
20120619;06;00;;;11.8136;;28.9715;;;;81.0737;;0.0228882;17.2235;
20120619;09;00;;;11.3835;;28.9279;;;;81.3043;;0.0534058;-9.99e+08;
20120619;12;00;;;12.1175;;28.829;;;;81.9441;;0.0152588;16.2468;
20120619;15;00;;;10.4165;;28.6276;;;;82.1411;;0;-9.99e+08;
20120619;18;00;;;8.9298;;28.3716;;;;82.3471;;0;16.1531;
20120619;21;00;;;8.58716;;28.2358;;;;83.5923;;0;-9.99e+08;
20120620;00;00;;;7.83279;;28.3641;;;;82.965;;0;12.3588;
20120620;03;00;;;9.55524;;28.5243;;;;81.9659;;0;-9.99e+08;
20120620;06;00;;;8.17392;;28.6363;;;;80.7955;;0;13.3346;
20120620;09;00;;;7.13148;;28.6117;;;;80.6194;;0.00762939;-9.99e+08;
20120620;12;00;;;7.24166;;28.5838;;;;80.2635;;0.00762939;11.4622;
20120620;15;00;;;7.24166;;28.5838;;;;80.2635;;0;11.4622;
20120620;18;00;;;5.05259;;27.9958;;;;83.3032;;0;10.8301;
20120620;21;00;;;5.05259;;27.9958;;;;83.3032;;0;10.8301;
20120621;00;00;;;4.16127;;27.4316;;;;84.1649;;0.976562;9.3315;
