Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;10.2803;;26.1991;;;;86.8717;;0.0419617;21.4869;
20120618;03;00;;;11.2575;;28.6759;;;;76.18;;0.137329;-9.99e+08;
20120618;06;00;;;10.9781;;28.818;;;;74.7319;;0.0419617;24.4498;
20120618;09;00;;;8.65355;;27.1044;;;;80.4228;;0;-9.99e+08;
20120618;12;00;;;6.18398;;24.6589;;;;90.8942;;0;23.7581;
20120618;15;00;;;5.40272;;24.0837;;;;92.556;;0.00762939;-9.99e+08;
20120618;18;00;;;5.63245;;23.6803;;;;92.7146;;0;13.7124;
20120618;21;00;;;6.0436;;23.687;;;;92.1523;;0.00762939;-9.99e+08;
20120619;00;00;;;9.35808;;26.6142;;;;83.5882;;0.00762939;19.5827;
20120619;03;00;;;8.7037;;28.7124;;;;75.452;;0.0534058;-9.99e+08;
20120619;06;00;;;8.9533;;28.8153;;;;75.6745;;0.0152588;20.5932;
20120619;09;00;;;6.85406;;27.2091;;;;83.1536;;0.00762939;-9.99e+08;
20120619;12;00;;;3.81136;;24.6728;;;;94.4015;;0;19.981;
20120619;15;00;;;3.81204;;23.9401;;;;96.8317;;0.0228882;-9.99e+08;
20120619;18;00;;;2.38025;;23.4653;;;;99.0707;;0.0305176;8.68461;
20120619;21;00;;;3.56982;;23.2671;;;;98.6817;;0.038147;-9.99e+08;
20120620;00;00;;;7.34215;;26.1141;;;;86.8718;;0.0228882;15.8443;
20120620;03;00;;;9.07728;;28.0868;;;;79.4686;;0.404358;-9.99e+08;
20120620;06;00;;;7.19738;;27.3863;;;;86.9014;;1.20544;20.5847;
20120620;09;00;;;5.4425;;24.6117;;;;95.9751;;3.82996;-9.99e+08;
20120620;12;00;;;4.47872;;23.7088;;;;96.6816;;3.83759;16.7551;
20120620;15;00;;;4.47872;;23.7088;;;;96.6816;;0.00762939;16.7551;
20120620;18;00;;;5.92325;;23.2145;;;;97.4463;;0.0610352;12.9791;
20120620;21;00;;;5.92325;;23.2145;;;;97.4463;;0.0610352;12.9791;
20120621;00;00;;;6.93489;;25.4941;;;;88.2057;;0.0610352;15.1407;
