Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;24.1217;;26.8554;;;;93.6237;;6.54602;35.8751;
20120618;03;00;;;25.2042;;27.1134;;;;92.4441;;4.08173;-9.99e+08;
20120618;06;00;;;25.3017;;26.9117;;;;93.1698;;6.3858;40.2011;
20120618;09;00;;;27.8026;;26.9169;;;;92.8996;;1.54114;-9.99e+08;
20120618;12;00;;;27.6324;;27.5964;;;;89.4608;;1.54114;42.8393;
20120618;15;00;;;27.6287;;27.6149;;;;90.0173;;0.370026;-9.99e+08;
20120618;18;00;;;27.9558;;26.9928;;;;91.9049;;6.24847;37.9573;
20120618;21;00;;;31.0349;;26.5932;;;;93.2666;;1.80817;-9.99e+08;
20120619;00;00;;;32.5537;;26.6142;;;;93.4192;;1.45721;43.5656;
20120619;03;00;;;33.7756;;26.9624;;;;90.9649;;1.25122;-9.99e+08;
20120619;06;00;;;31.8459;;27.409;;;;89.1176;;0.564575;49.5102;
20120619;09;00;;;29.6453;;26.9591;;;;92.4591;;1.72424;-9.99e+08;
20120619;12;00;;;27.3376;;27.7665;;;;89.2125;;0.846863;45.0461;
20120619;15;00;;;26.8637;;27.2526;;;;91.4307;;1.38092;-9.99e+08;
20120619;18;00;;;25.0711;;26.8091;;;;94.4495;;1.85394;38.8869;
20120619;21;00;;;25.827;;27.1733;;;;92.3008;;1.67084;-9.99e+08;
20120620;00;00;;;23.8751;;27.0516;;;;91.981;;4.76074;35.5102;
20120620;03;00;;;24.3911;;27.243;;;;91.7858;;1.28174;-9.99e+08;
20120620;06;00;;;23.0896;;27.355;;;;91.783;;1.02997;34.7661;
20120620;09;00;;;22.6502;;28.0804;;;;87.5335;;1.15204;-9.99e+08;
20120620;12;00;;;19.5731;;28.1463;;;;88.3068;;1.57166;31.6047;
20120620;15;00;;;19.5731;;28.1463;;;;88.3068;;0.419617;31.6047;
20120620;18;00;;;18.9809;;27.4333;;;;92.4251;;3.2196;26.2701;
20120620;21;00;;;18.9809;;27.4333;;;;92.4251;;3.2196;26.2701;
20120621;00;00;;;19.9855;;27.8066;;;;87.34;;5.5542;27.1825;
