Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;9.21307;;27.9179;;;;85.3682;;0.1297;12.6876;
20120618;03;00;;;9.23471;;27.2697;;;;89.0885;;0.576019;-9.99e+08;
20120618;06;00;;;7.44045;;27.3805;;;;87.0592;;0.171661;14.1944;
20120618;09;00;;;8.99361;;27.2919;;;;87.5732;;0.118256;-9.99e+08;
20120618;12;00;;;8.49629;;27.2214;;;;88.1241;;0.25177;12.9218;
20120618;15;00;;;7.81444;;27.3962;;;;87.0005;;0.0419617;-9.99e+08;
20120618;18;00;;;7.31603;;27.4928;;;;86.1508;;0.244141;12.5239;
20120618;21;00;;;5.89115;;27.4995;;;;85.5216;;0.175476;-9.99e+08;
20120619;00;00;;;5.51585;;27.6142;;;;85.0428;;0.190735;10.6543;
20120619;03;00;;;4.42406;;27.8374;;;;84.4447;;0.144958;-9.99e+08;
20120619;06;00;;;2.49232;;27.6903;;;;85.168;;0.205994;9.30512;
20120619;09;00;;;2.03017;;27.7716;;;;84.6801;;0.1297;-9.99e+08;
20120619;12;00;;;7.04367;;27.2353;;;;88.2592;;0.289917;11.1001;
20120619;15;00;;;6.68116;;26.6901;;;;90.0504;;0.488281;-9.99e+08;
20120619;18;00;;;5.22382;;26.2466;;;;90.6903;;0.465393;14.6343;
20120619;21;00;;;2.17253;;25.6421;;;;91.8111;;1.08337;-9.99e+08;
20120620;00;00;;;1.43588;;25.0204;;;;92.2933;;1.98364;8.94347;
20120620;03;00;;;4.68725;;25.618;;;;88.0697;;0.25177;-9.99e+08;
20120620;06;00;;;2.41429;;24.8238;;;;90.1434;;0.701904;9.09538;
20120620;09;00;;;0.469344;;25.0179;;;;86.6465;;1.60217;-9.99e+08;
20120620;12;00;;;7.23868;;26.365;;;;86.2386;;1.67847;11.0996;
20120620;15;00;;;7.23868;;26.365;;;;86.2386;;0.0762939;11.0996;
20120620;18;00;;;5.83766;;26.652;;;;84.7745;;0.198364;10.9668;
20120620;21;00;;;5.83766;;26.652;;;;84.7745;;0.198364;10.9668;
20120621;00;00;;;6.90715;;25.8066;;;;89.2878;;5.12695;12.7639;
