Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;17.3671;;28.5429;;;;84.1895;;0.144958;26.7436;
20120618;03;00;;;16.1513;;28.6759;;;;83.5217;;0.259399;-9.99e+08;
20120618;06;00;;;15.0608;;28.693;;;;84.6604;;0.0953674;23.1512;
20120618;09;00;;;14.6368;;28.8857;;;;84.1943;;0.389099;-9.99e+08;
20120618;12;00;;;14.0973;;28.9714;;;;83.3885;;0.0762939;19.9137;
20120618;15;00;;;14.8815;;28.8649;;;;84.2512;;0.0228882;-9.99e+08;
20120618;18;00;;;13.6211;;28.6491;;;;84.8774;;0.0457764;19.7152;
20120618;21;00;;;13.7572;;28.5932;;;;85.1197;;0.0152588;-9.99e+08;
20120619;00;00;;;13.0782;;28.708;;;;83.549;;0.0152588;18.3506;
20120619;03;00;;;12.9151;;28.9312;;;;81.7801;;0.0228882;-9.99e+08;
20120619;06;00;;;12.3664;;28.9715;;;;81.3075;;0.0152588;17.4209;
20120619;09;00;;;11.6264;;28.9904;;;;81.3111;;0.0534058;-9.99e+08;
20120619;12;00;;;12.2568;;28.8915;;;;82.069;;0.00762939;16.486;
20120619;15;00;;;10.5139;;28.7838;;;;81.8023;;0.00762939;-9.99e+08;
20120619;18;00;;;9.64958;;28.5278;;;;81.7696;;0;16.3448;
20120619;21;00;;;8.10804;;28.3921;;;;82.4032;;0;-9.99e+08;
20120620;00;00;;;7.2616;;28.4579;;;;82.1371;;0;13.2301;
20120620;03;00;;;9.41915;;28.6493;;;;81.3892;;0;-9.99e+08;
20120620;06;00;;;8.00477;;28.73;;;;81.2732;;0;13.1448;
20120620;09;00;;;6.92285;;28.7992;;;;80.1777;;0;-9.99e+08;
20120620;12;00;;;6.25992;;28.7088;;;;80.6253;;0;11.318;
20120620;15;00;;;6.25992;;28.7088;;;;80.6253;;0;11.318;
20120620;18;00;;;3.68006;;27.5583;;;;86.6178;;0.0762939;12.831;
20120620;21;00;;;3.68006;;27.5583;;;;86.6178;;0.0762939;12.831;
20120621;00;00;;;2.2808;;27.0879;;;;86.134;;1.25122;9.4511;
