Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;28.7654;;26.7616;;;;92.371;;2.96402;40.5111;
20120618;03;00;;;30.7316;;27.3634;;;;88.3091;;1.59836;-9.99e+08;
20120618;06;00;;;29.2983;;27.9117;;;;86.4649;;0.247955;42.0635;
20120618;09;00;;;30.2389;;27.4794;;;;89.9448;;0.843048;-9.99e+08;
20120618;12;00;;;29.8885;;27.0339;;;;91.8451;;1.21689;42.3039;
20120618;15;00;;;30.1209;;27.2087;;;;91.4718;;1.63651;-9.99e+08;
20120618;18;00;;;34.9748;;26.4928;;;;92.1539;;2.02942;47.5482;
20120618;21;00;;;30.7462;;26.6245;;;;93.4074;;3.92914;-9.99e+08;
20120619;00;00;;;34.3455;;26.9267;;;;93.0154;;10.5057;47.2752;
20120619;03;00;;;37.5718;;27.8687;;;;87.7254;;7.05719;-9.99e+08;
20120619;06;00;;;36.5595;;27.6903;;;;88.8742;;4.3335;51.9212;
20120619;09;00;;;36.6319;;27.4904;;;;90.318;;4.30298;-9.99e+08;
20120619;12;00;;;33.6826;;27.7353;;;;89.4738;;5.92804;50.5364;
20120619;15;00;;;29.6813;;28.1588;;;;87.9173;;3.57056;-9.99e+08;
20120619;18;00;;;28.1513;;28.1216;;;;87.3946;;1.38092;45.0739;
20120619;21;00;;;25.4653;;27.5483;;;;88.5748;;6.01959;-9.99e+08;
20120620;00;00;;;21.5983;;27.3329;;;;92.406;;4.36401;37.6137;
20120620;03;00;;;22.2048;;28.3055;;;;87.2376;;2.60162;-9.99e+08;
20120620;06;00;;;22.8316;;27.98;;;;88.8852;;1.77002;30.7641;
20120620;09;00;;;19.8412;;28.5492;;;;86.4256;;0.25177;-9.99e+08;
20120620;12;00;;;19.3929;;28.9588;;;;84.8361;;0.816345;30.2017;
20120620;15;00;;;19.3929;;28.9588;;;;84.8361;;0.564575;30.2017;
20120620;18;00;;;18.9494;;28.3708;;;;87.0649;;2.92969;26.2511;
20120620;21;00;;;18.9494;;28.3708;;;;87.0649;;2.92969;26.2511;
20120621;00;00;;;16.4929;;28.9316;;;;84.5509;;6.16455;25.9751;
