Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;6.62007;;28.1991;;;;84.8961;;0.0228882;13.1565;
20120618;03;00;;;6.4169;;28.4259;;;;83.6186;;0.00762939;-9.99e+08;
20120618;06;00;;;6.86392;;28.2867;;;;83.8872;;0.0534058;9.80331;
20120618;09;00;;;8.06708;;27.6982;;;;87.0907;;0.270844;-9.99e+08;
20120618;12;00;;;7.1614;;27.7839;;;;87.0068;;0.0991821;11.9061;
20120618;15;00;;;6.91636;;27.8649;;;;86.0228;;0.0572205;-9.99e+08;
20120618;18;00;;;5.58615;;27.7428;;;;85.2927;;0.106812;10.2249;
20120618;21;00;;;4.00831;;27.5932;;;;86.033;;0.160217;-9.99e+08;
20120619;00;00;;;2.23786;;27.6455;;;;85.5453;;0.0534058;8.35149;
20120619;03;00;;;4.06582;;27.9312;;;;84.0845;;0.0839233;-9.99e+08;
20120619;06;00;;;3.1012;;28.2528;;;;82.6538;;0.00762939;7.17507;
20120619;09;00;;;5.38363;;28.4279;;;;81.2498;;0;-9.99e+08;
20120619;12;00;;;7.01103;;28.2353;;;;82.238;;0.0152588;9.65732;
20120619;15;00;;;5.72238;;27.7526;;;;84.5999;;0.0686646;-9.99e+08;
20120619;18;00;;;5.76337;;26.3716;;;;90.9686;;0.747681;10.1616;
20120619;21;00;;;4.03712;;26.5483;;;;88.8989;;0.389099;-9.99e+08;
20120620;00;00;;;4.09349;;26.5829;;;;87.9451;;0.350952;9.59653;
20120620;03;00;;;3.33384;;25.868;;;;89.9473;;1.45721;-9.99e+08;
20120620;06;00;;;2.30036;;26.0425;;;;88.8832;;1.89209;11.4153;
20120620;09;00;;;0.738837;;26.5804;;;;85.7541;;0.137329;-9.99e+08;
20120620;12;00;;;3.10693;;26.5213;;;;86.3794;;0.991821;7.02369;
20120620;15;00;;;3.10693;;26.5213;;;;86.3794;;0.854492;7.02369;
20120620;18;00;;;5.10297;;24.8083;;;;93.4201;;2.34985;10.2625;
20120620;21;00;;;5.10297;;24.8083;;;;93.4201;;2.34985;10.2625;
20120621;00;00;;;6.33101;;25.3691;;;;91.0156;;6.75964;12.612;
