Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;8.08208;;27.8866;;;;85.8665;;0.00762939;14.7873;
20120618;03;00;;;10.6083;;27.2384;;;;88.6922;;0.289917;-9.99e+08;
20120618;06;00;;;7.80834;;27.7555;;;;84.574;;0.148773;14.9139;
20120618;09;00;;;7.05391;;27.5107;;;;85.1791;;0.221252;-9.99e+08;
20120618;12;00;;;6.32908;;27.8776;;;;83.4019;;0.0762939;11.8207;
20120618;15;00;;;5.62368;;27.6774;;;;84.5089;;0.263214;-9.99e+08;
20120618;18;00;;;4.97886;;27.4616;;;;86.0217;;0.1297;9.31559;
20120618;21;00;;;3.08302;;27.4682;;;;85.6444;;0.144958;-9.99e+08;
20120619;00;00;;;3.55172;;27.6142;;;;84.9184;;0.0457764;7.81803;
20120619;03;00;;;5.90045;;26.8999;;;;89.3554;;0.549316;-9.99e+08;
20120619;06;00;;;2.89574;;26.9403;;;;88.5598;;0.328064;10.9112;
20120619;09;00;;;7.53503;;26.1154;;;;91.0463;;0.63324;-9.99e+08;
20120619;12;00;;;7.4923;;26.7978;;;;87.3184;;0.137329;12.7765;
20120619;15;00;;;6.68165;;26.4088;;;;90.0328;;0.747681;-9.99e+08;
20120619;18;00;;;3.89408;;26.3091;;;;89.6192;;0.389099;12.3486;
20120619;21;00;;;4.06225;;25.9233;;;;90.5972;;0.915527;-9.99e+08;
20120620;00;00;;;1.54282;;25.4579;;;;90.9384;;2.33459;10.2173;
20120620;03;00;;;3.40761;;25.4618;;;;88.9842;;0.679016;-9.99e+08;
20120620;06;00;;;5.41391;;25.4488;;;;89.5092;;1.77002;11.8443;
20120620;09;00;;;4.88813;;25.5179;;;;89.4482;;0.778198;-9.99e+08;
20120620;12;00;;;2.00064;;25.365;;;;89.97;;2.79236;13.9055;
20120620;15;00;;;2.00064;;25.365;;;;89.97;;2.01416;13.9055;
20120620;18;00;;;6.95235;;25.5583;;;;90.8221;;3.7384;12.0071;
20120620;21;00;;;6.95235;;25.5583;;;;90.8221;;3.7384;12.0071;
20120621;00;00;;;9.79879;;25.6816;;;;91.5809;;8.02612;13.622;
