Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;16.9499;;28.7304;;;;85.4396;;0.0534058;22.307;
20120618;03;00;;;17.2144;;28.8322;;;;85.1272;;0.0267029;-9.99e+08;
20120618;06;00;;;17.0247;;28.9742;;;;82.7474;;0.087738;22.7146;
20120618;09;00;;;15.5785;;28.7294;;;;83.4503;;0.205994;-9.99e+08;
20120618;12;00;;;15.9468;;28.9401;;;;82.7847;;0.12207;22.2716;
20120618;15;00;;;16.4777;;28.7712;;;;84.2424;;0.0305176;-9.99e+08;
20120618;18;00;;;16.6008;;28.5241;;;;84.6195;;0;22.0351;
20120618;21;00;;;16.2901;;28.3432;;;;84.4798;;0;-9.99e+08;
20120619;00;00;;;16.3201;;28.5205;;;;83.5307;;0;21.8703;
20120619;03;00;;;16.7699;;28.5874;;;;82.9349;;0.0457764;-9.99e+08;
20120619;06;00;;;17.9109;;28.659;;;;82.5757;;0.213623;23.5586;
20120619;09;00;;;16.5153;;28.8029;;;;81.9975;;0.0991821;-9.99e+08;
20120619;12;00;;;16.2132;;28.829;;;;81.7079;;0.267029;23.6773;
20120619;15;00;;;16.1927;;28.8151;;;;82.0421;;0.0305176;-9.99e+08;
20120619;18;00;;;16.3159;;28.3716;;;;83.7937;;0.00762939;21.8104;
20120619;21;00;;;15.4068;;28.2671;;;;82.9902;;0.0228882;-9.99e+08;
20120620;00;00;;;15.0942;;28.3641;;;;82.3656;;0.0228882;21.551;
20120620;03;00;;;15.4447;;28.618;;;;81.8574;;0.0152588;-9.99e+08;
20120620;06;00;;;14.9449;;28.7925;;;;81.1629;;0.00762939;20.7689;
20120620;09;00;;;14.5818;;28.7992;;;;81.4579;;0.0305176;-9.99e+08;
20120620;12;00;;;13.5996;;28.6463;;;;82.8616;;0.335693;19.7147;
20120620;15;00;;;13.5996;;28.6463;;;;82.8616;;0.305176;19.7147;
20120620;18;00;;;12.8695;;28.1833;;;;83.9301;;0.320435;18.2587;
20120620;21;00;;;12.8695;;28.1833;;;;83.9301;;0.320435;18.2587;
20120621;00;00;;;15.1214;;28.1191;;;;83.7406;;0.305176;20.0482;
