Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;7.34268;;28.7929;;;;81.575;;-4.19583e-20;10.1608;
20120618;03;00;;;8.16924;;28.9572;;;;81.0547;;0;-9.99e+08;
20120618;06;00;;;8.35058;;28.9742;;;;80.977;;0;11.6391;
20120618;09;00;;;7.1183;;28.7607;;;;82.3735;;0;-9.99e+08;
20120618;12;00;;;6.73149;;28.5339;;;;82.8634;;1.26218e-26;11.5302;
20120618;15;00;;;7.34335;;28.3337;;;;84.3238;;2.52435e-26;-9.99e+08;
20120618;18;00;;;7.17881;;28.0866;;;;83.8428;;0;10.4679;
20120618;21;00;;;7.28851;;27.9057;;;;83.7034;;0;-9.99e+08;
20120619;00;00;;;8.19976;;28.1142;;;;83.1274;;0;11.3643;
20120619;03;00;;;10.0076;;28.3374;;;;83.3925;;0;-9.99e+08;
20120619;06;00;;;10.9215;;28.2215;;;;83.6168;;0;14.8068;
20120619;09;00;;;11.3334;;28.4591;;;;81.3707;;0;-9.99e+08;
20120619;12;00;;;12.7878;;28.6728;;;;81.2209;;0;16.9492;
20120619;15;00;;;13.5091;;28.7213;;;;81.5598;;0;-9.99e+08;
20120619;18;00;;;13.1875;;28.5903;;;;81.4226;;0;18.0762;
20120619;21;00;;;12.7788;;28.5171;;;;82.1779;;0;-9.99e+08;
20120620;00;00;;;12.3394;;28.5516;;;;81.7913;;3.76378e-20;17.5529;
20120620;03;00;;;11.9075;;28.6493;;;;80.5717;;3.9443e-27;-9.99e+08;
20120620;06;00;;;10.6352;;28.7925;;;;80.3489;;9.78546e-21;16.9511;
20120620;09;00;;;9.54955;;28.8617;;;;79.9547;;0;-9.99e+08;
20120620;12;00;;;9.55105;;28.8963;;;;80.9953;;0;14.3384;
20120620;15;00;;;9.55105;;28.8963;;;;80.9953;;0;14.3384;
20120620;18;00;;;9.93211;;28.7458;;;;81.0022;;0;13.3341;
20120620;21;00;;;9.93211;;28.7458;;;;81.0022;;0;13.3341;
20120621;00;00;;;9.80351;;28.2441;;;;83.2671;;0;14.4782;
