Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;12.0869;;28.4179;;;;83.9333;;-4.19583e-20;17.2116;
20120618;03;00;;;12.6523;;28.5197;;;;83.9928;;0;-9.99e+08;
20120618;06;00;;;13.3648;;28.5055;;;;85.6349;;0;17.7008;
20120618;09;00;;;13.633;;28.6044;;;;84.7816;;0;-9.99e+08;
20120618;12;00;;;12.6177;;28.5339;;;;84.811;;1.26218e-26;18.0419;
20120618;15;00;;;11.9027;;28.2712;;;;85.9316;;2.52435e-26;-9.99e+08;
20120618;18;00;;;12.3995;;27.9303;;;;86.3138;;0;16.7385;
20120618;21;00;;;13.4291;;27.4682;;;;89.3802;;0;-9.99e+08;
20120619;00;00;;;12.208;;27.3955;;;;89.2551;;0;18.3069;
20120619;03;00;;;11.9538;;27.4937;;;;88.2154;;0;-9.99e+08;
20120619;06;00;;;12.1429;;27.5965;;;;87.0548;;0;16.8001;
20120619;09;00;;;10.6743;;27.8654;;;;83.3404;;0;-9.99e+08;
20120619;12;00;;;10.6715;;28.1415;;;;81.8712;;0;16.4784;
20120619;15;00;;;10.3117;;28.1276;;;;82.6865;;0;-9.99e+08;
20120619;18;00;;;11.3089;;27.8091;;;;84.5995;;0;15.2361;
20120619;21;00;;;11.9668;;27.6108;;;;85.6347;;0;-9.99e+08;
20120620;00;00;;;11.0124;;27.8641;;;;84.6246;;3.76378e-20;16.2145;
20120620;03;00;;;13.7523;;28.1493;;;;84.8361;;3.9443e-27;-9.99e+08;
20120620;06;00;;;12.8121;;28.3863;;;;82.0625;;9.78546e-21;18.4376;
20120620;09;00;;;11.6536;;28.4867;;;;81.1892;;0;-9.99e+08;
20120620;12;00;;;12.8489;;28.5838;;;;82.7354;;0;17.1993;
20120620;15;00;;;12.8489;;28.5838;;;;82.7354;;0;17.1993;
20120620;18;00;;;13.4542;;28.2458;;;;83.936;;0.106812;18.627;
20120620;21;00;;;13.4542;;28.2458;;;;83.936;;0.106812;18.627;
20120621;00;00;;;12.8436;;28.0254;;;;83.6097;;0.442505;17.9542;
