Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;17.2793;;28.4804;;;;83.4531;;-4.19583e-20;23.0588;
20120618;03;00;;;19.5639;;28.8634;;;;84.0255;;0;-9.99e+08;
20120618;06;00;;;21.9734;;29.2867;;;;81.1279;;0;28.8902;
20120618;09;00;;;20.7115;;29.0419;;;;81.4579;;0;-9.99e+08;
20120618;12;00;;;19.6771;;28.1589;;;;86.6551;;1.26218e-26;29.4686;
20120618;15;00;;;20.6934;;28.3024;;;;85.6837;;2.52435e-26;-9.99e+08;
20120618;18;00;;;20.9239;;28.1491;;;;85.8286;;0;28.0721;
20120618;21;00;;;20.5087;;28.4057;;;;83.7518;;0;-9.99e+08;
20120619;00;00;;;18.9267;;28.4267;;;;84.0083;;0.0534058;27.913;
20120619;03;00;;;21.7129;;28.9624;;;;81.6656;;0;-9.99e+08;
20120619;06;00;;;22.3807;;29.1903;;;;80.7489;;0;30.4917;
20120619;09;00;;;21.65;;29.0841;;;;81.3213;;0;-9.99e+08;
20120619;12;00;;;20.8795;;28.6415;;;;83.6017;;0;29.7257;
20120619;15;00;;;20.6352;;28.5026;;;;85.0394;;0;-9.99e+08;
20120619;18;00;;;21.5461;;27.9341;;;;88.2831;;0.12207;28.5954;
20120619;21;00;;;20.4196;;27.9233;;;;87.3091;;0.12207;-9.99e+08;
20120620;00;00;;;20.5371;;27.8329;;;;87.2649;;0.267029;28.6948;
20120620;03;00;;;20.054;;28.6493;;;;82.0976;;0.198364;-9.99e+08;
20120620;06;00;;;21.306;;28.8238;;;;81.6358;;0;28.207;
20120620;09;00;;;20.1474;;28.9554;;;;80.8903;;0;-9.99e+08;
20120620;12;00;;;18.2223;;28.6463;;;;82.9817;;0;28.2653;
20120620;15;00;;;18.2223;;28.6463;;;;82.9817;;0;28.2653;
20120620;18;00;;;17.0443;;27.902;;;;85.8876;;0;23.9749;
20120620;21;00;;;17.0443;;27.902;;;;85.8876;;0;23.9749;
20120621;00;00;;;17.3758;;27.9941;;;;84.9587;;0.0610352;24.6538;
