Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;8.24448;;28.2929;;;;86.2785;;-4.19583e-20;11.6738;
20120618;03;00;;;10.039;;28.4572;;;;85.5911;;0;-9.99e+08;
20120618;06;00;;;10.4126;;28.443;;;;85.5047;;0;14.0216;
20120618;09;00;;;9.90371;;28.2919;;;;85.6226;;0;-9.99e+08;
20120618;12;00;;;10.119;;28.2214;;;;85.1543;;1.26218e-26;13.9678;
20120618;15;00;;;9.41656;;28.0837;;;;84.5466;;2.52435e-26;-9.99e+08;
20120618;18;00;;;9.06795;;27.7741;;;;86.5544;;0;13.6118;
20120618;21;00;;;10.2611;;27.6557;;;;86.4178;;0;-9.99e+08;
20120619;00;00;;;11.0771;;27.6455;;;;86.3013;;0;14.8992;
20120619;03;00;;;13.0957;;28.0249;;;;83.971;;0;-9.99e+08;
20120619;06;00;;;14.2045;;28.409;;;;81.7175;;0;18.7954;
20120619;09;00;;;13.9701;;28.5216;;;;81.9678;;0;-9.99e+08;
20120619;12;00;;;15.1281;;28.5478;;;;81.7959;;0;19.776;
20120619;15;00;;;15.2106;;28.5338;;;;82.3693;;0;-9.99e+08;
20120619;18;00;;;14.7976;;28.3403;;;;83.9126;;0;20.9903;
20120619;21;00;;;14.5977;;28.2983;;;;83.72;;0;-9.99e+08;
20120620;00;00;;;14.1179;;28.4891;;;;82.498;;3.76378e-20;20.3094;
20120620;03;00;;;14.7942;;28.6493;;;;81.9791;;3.9443e-27;-9.99e+08;
20120620;06;00;;;15.246;;28.7925;;;;81.28;;0.0534058;20.1993;
20120620;09;00;;;14.689;;28.8304;;;;81.3439;;0.0152588;-9.99e+08;
20120620;12;00;;;14.0452;;28.8338;;;;81.4566;;0.0534058;20.3109;
20120620;15;00;;;14.0452;;28.8338;;;;81.4566;;0.038147;20.3109;
20120620;18;00;;;13.4307;;28.4958;;;;84.3268;;0;18.3555;
20120620;21;00;;;13.4307;;28.4958;;;;84.3268;;0;18.3555;
20120621;00;00;;;12.3446;;25.9941;;;;91.5976;;4.74548;18.444;
