Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;12.4899;;27.5116;;;;80.7294;;0.0305176;17.6786;
20120618;03;00;;;12.1896;;28.1759;;;;78.8924;;0.236511;-9.99e+08;
20120618;06;00;;;12.9941;;28.3492;;;;78.7226;;0.198364;19.4455;
20120618;09;00;;;11.3925;;28.0107;;;;79.9456;;0.244141;-9.99e+08;
20120618;12;00;;;10.3802;;27.3776;;;;81.5483;;0.0572205;18.431;
20120618;15;00;;;10.5081;;27.2087;;;;82.6309;;0.0343323;-9.99e+08;
20120618;18;00;;;10.2848;;26.8366;;;;83.7219;;0.0915527;15.588;
20120618;21;00;;;10.8509;;26.7182;;;;84.701;;0.221252;-9.99e+08;
20120619;00;00;;;12.8562;;27.3017;;;;82.3215;;0.183105;21.5229;
20120619;03;00;;;14.2538;;28.8687;;;;75.5805;;0.106812;-9.99e+08;
20120619;06;00;;;12.5258;;29.4715;;;;72.9327;;0.152588;20.4793;
20120619;09;00;;;12.9828;;28.8654;;;;75.6827;;0.106812;-9.99e+08;
20120619;12;00;;;12.5631;;27.7353;;;;80.4153;;0.0839233;18.7869;
20120619;15;00;;;11.0754;;27.2838;;;;82.1192;;0.00762939;-9.99e+08;
20120619;18;00;;;10.5084;;27.0903;;;;83.9152;;0.0228882;17.9243;
20120619;21;00;;;11.2195;;27.0483;;;;84.7095;;0.175476;-9.99e+08;
20120620;00;00;;;12.4545;;27.4266;;;;82.7494;;0.106812;20.7518;
20120620;03;00;;;14.1168;;28.6805;;;;77.9574;;0.0915527;-9.99e+08;
20120620;06;00;;;13.266;;29.2613;;;;75.5129;;0.160217;19.9165;
20120620;09;00;;;10.1727;;28.5492;;;;78.7779;;0.160217;-9.99e+08;
20120620;12;00;;;8.95916;;27.9275;;;;80.654;;0.228882;18.4656;
20120620;15;00;;;8.95916;;27.9275;;;;80.654;;0.0686646;18.4656;
20120620;18;00;;;9.06435;;27.152;;;;83.8309;;0.0610352;15.0522;
20120620;21;00;;;9.06435;;27.152;;;;83.8309;;0.0610352;15.0522;
20120621;00;00;;;7.67854;;27.6816;;;;80.9427;;0.0457764;13.6201;
