Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;0.22538;;23.5741;;;;87.1828;;-4.19583e-20;4.74833;
20120618;03;00;;;2.18937;;27.2697;;;;71.7724;;0;-9.99e+08;
20120618;06;00;;;4.93394;;28.0055;;;;68.9462;;0.160217;15.6733;
20120618;09;00;;;4.60782;;25.1357;;;;82.4792;;0.087738;-9.99e+08;
20120618;12;00;;;1.65563;;22.8151;;;;93.6083;;0.0457764;16.6769;
20120618;15;00;;;0.568966;;22.0837;;;;96.243;;0.0038147;-9.99e+08;
20120618;18;00;;;1.81726;;20.3678;;;;98.9932;;0.00762939;4.50495;
20120618;21;00;;;2.21778;;19.7182;;;;99.1451;;0.00762939;-9.99e+08;
20120619;00;00;;;1.6097;;22.9267;;;;87.8757;;0;8.37997;
20120619;03;00;;;1.69296;;27.8062;;;;68.7108;;0;-9.99e+08;
20120619;06;00;;;2.55027;;28.9715;;;;63.4426;;0.0457764;10.7612;
20120619;09;00;;;3.56482;;27.4279;;;;75.5959;;0.0152588;-9.99e+08;
20120619;12;00;;;1.86811;;24.8915;;;;84.604;;0;14.4964;
20120619;15;00;;;1.22622;;21.3151;;;;93.6718;;0.0915527;-9.99e+08;
20120619;18;00;;;1.36599;;19.2153;;;;96.2669;;0.0534058;6.19576;
20120619;21;00;;;1.24623;;18.2358;;;;95.702;;0;-9.99e+08;
20120620;00;00;;;0.586862;;23.1454;;;;84.9452;;0;6.485;
20120620;03;00;;;0.930902;;27.8055;;;;67.3755;;0.0457764;-9.99e+08;
20120620;06;00;;;1.30835;;29.98;;;;57.8844;;0.0610352;8.98338;
20120620;09;00;;;4.4915;;27.5492;;;;73.7372;;0.0534058;-9.99e+08;
20120620;12;00;;;2.75226;;23.615;;;;87.3119;;0.427246;14.625;
20120620;15;00;;;2.75226;;23.615;;;;87.3119;;0.37384;14.625;
20120620;18;00;;;0.558165;;20.8708;;;;97.5583;;1.35803;6.89842;
20120620;21;00;;;0.558165;;20.8708;;;;97.5583;;1.35803;6.89842;
20120621;00;00;;;0.779312;;22.5254;;;;90.5742;;0.213623;6.40411;
