Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;11.1532;;28.6679;;;;79.8175;;-4.19583e-20;15.1878;
20120618;03;00;;;8.71871;;28.7072;;;;80.099;;0;-9.99e+08;
20120618;06;00;;;8.10096;;28.7867;;;;80.0295;;0;14.7962;
20120618;09;00;;;6.85889;;28.6982;;;;79.7952;;0;-9.99e+08;
20120618;12;00;;;7.74824;;28.5026;;;;80.9646;;1.26218e-26;11.1069;
20120618;15;00;;;7.17446;;28.2712;;;;82.0228;;2.52435e-26;-9.99e+08;
20120618;18;00;;;6.93694;;28.1803;;;;82.1635;;0;10.6179;
20120618;21;00;;;6.85342;;28.1245;;;;81.4462;;0;-9.99e+08;
20120619;00;00;;;8.49361;;28.333;;;;80.7755;;0;11.4099;
20120619;03;00;;;8.73773;;28.6499;;;;79.6567;;0;-9.99e+08;
20120619;06;00;;;6.53088;;28.5965;;;;79.7584;;0.0991821;12.3635;
20120619;09;00;;;4.76933;;27.6779;;;;84.0549;;0.358582;-9.99e+08;
20120619;12;00;;;6.65225;;27.704;;;;84.9872;;0.0915527;9.6782;
20120619;15;00;;;6.8396;;27.2526;;;;86.5648;;0.144958;-9.99e+08;
20120619;18;00;;;3.39807;;26.4653;;;;88.3074;;0.488281;10.5166;
20120619;21;00;;;5.65332;;26.7046;;;;86.8281;;0.114441;-9.99e+08;
20120620;00;00;;;7.79994;;27.1766;;;;84.8096;;0.0152588;11.0735;
20120620;03;00;;;8.50699;;27.5555;;;;83.5511;;0.0686646;-9.99e+08;
20120620;06;00;;;8.15776;;28.0425;;;;80.6124;;0.0152588;12.7784;
20120620;09;00;;;6.49937;;28.1742;;;;79.9904;;0;-9.99e+08;
20120620;12;00;;;6.45504;;28.24;;;;80.2243;;0.00762939;11.504;
20120620;15;00;;;6.45504;;28.24;;;;80.2243;;0.00762939;11.504;
20120620;18;00;;;9.61689;;28.027;;;;82.7027;;0.0305176;12.9051;
20120620;21;00;;;9.61689;;28.027;;;;82.7027;;0.0305176;12.9051;
20120621;00;00;;;7.85556;;27.7441;;;;84.3176;;0.0152588;14.2522;
