Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;25.3867;;27.1679;;;;93.2191;;7.85828;36.027;
20120618;03;00;;;27.2164;;28.4572;;;;84.4767;;0.293732;-9.99e+08;
20120618;06;00;;;24.5578;;28.2555;;;;87.0007;;0.770569;37.9211;
20120618;09;00;;;23.7445;;27.6357;;;;90.3541;;2.9335;-9.99e+08;
20120618;12;00;;;23.7398;;27.8464;;;;87.0118;;0.244141;34.209;
20120618;15;00;;;19.9377;;28.3337;;;;85.3123;;0.320435;-9.99e+08;
20120618;18;00;;;16.5712;;27.9616;;;;87.8488;;1.53351;31.7741;
20120618;21;00;;;18.8289;;28.4682;;;;85.7309;;0.762939;-9.99e+08;
20120619;00;00;;;18.4425;;28.708;;;;85.6377;;0.328064;26.1076;
20120619;03;00;;;17.7557;;29.2124;;;;83.3579;;0.846863;-9.99e+08;
20120619;06;00;;;15.6333;;29.284;;;;82.5206;;0.740051;24.4565;
20120619;09;00;;;16.8309;;28.4904;;;;86.7458;;1.28174;-9.99e+08;
20120619;12;00;;;17.8182;;28.8603;;;;84.8443;;3.20435;23.6754;
20120619;15;00;;;20.7251;;27.5338;;;;91.4459;;4.17328;-9.99e+08;
20120619;18;00;;;23.2569;;29.6216;;;;82.4761;;0.946045;31.5874;
20120619;21;00;;;25.5622;;29.6421;;;;80.7745;;0.190735;-9.99e+08;
20120620;00;00;;;26.423;;29.7704;;;;79.9511;;0.0534058;34.971;
20120620;03;00;;;25.1176;;29.3993;;;;82.6507;;0.259399;-9.99e+08;
20120620;06;00;;;24.0159;;29.5738;;;;82.0689;;0.0305176;34.8135;
20120620;09;00;;;21.908;;29.2367;;;;84.1328;;0.312805;-9.99e+08;
20120620;12;00;;;24.8777;;29.115;;;;84.9733;;0.587463;32.6792;
20120620;15;00;;;24.8777;;29.115;;;;84.9733;;0.274658;32.6792;
20120620;18;00;;;23.3639;;27.6833;;;;91.6193;;6.04248;35.299;
20120620;21;00;;;23.3639;;27.6833;;;;91.6193;;6.04248;35.299;
20120621;00;00;;;20.2235;;27.8379;;;;90.8855;;3.17383;32.3975;
