Datum;utc;min;ort1;dir;ff;g3h;tl;rr;sy;rain6;rh;sy2;rain3;g6h;
20120618;00;00;;;16.5855;;28.7616;;;;83.6018;;-4.19583e-20;22.4683;
20120618;03;00;;;16.8722;;28.8947;;;;82.4627;;0;-9.99e+08;
20120618;06;00;;;16.748;;28.943;;;;81.9123;;0;22.4868;
20120618;09;00;;;17.3294;;28.9482;;;;81.6828;;0.0572205;-9.99e+08;
20120618;12;00;;;16.5963;;28.8776;;;;81.7096;;0;22.7272;
20120618;15;00;;;16.8216;;28.5837;;;;83.4944;;0.0038147;-9.99e+08;
20120618;18;00;;;17.4246;;28.1491;;;;86.0799;;0;23.0185;
20120618;21;00;;;17.7993;;28.062;;;;84.948;;0.00762939;-9.99e+08;
20120619;00;00;;;18.1464;;28.333;;;;82.3092;;0.00762939;23.9737;
20120619;03;00;;;19.67;;28.4937;;;;81.7334;;0.0915527;-9.99e+08;
20120619;06;00;;;19.5662;;28.6903;;;;81.3942;;0.1297;29.7836;
20120619;09;00;;;19.8799;;28.2716;;;;83.5018;;0.228882;-9.99e+08;
20120619;12;00;;;20.1288;;28.6103;;;;82.635;;0.167847;28.374;
20120619;15;00;;;20.0909;;28.8463;;;;81.9271;;0.0534058;-9.99e+08;
20120619;18;00;;;20.4789;;28.6216;;;;83.3329;;0.144958;27.1602;
20120619;21;00;;;20.5363;;28.5796;;;;82.542;;0.12207;-9.99e+08;
20120620;00;00;;;20.385;;28.6141;;;;82.3915;;0.0762939;28.0892;
20120620;03;00;;;20.859;;28.6805;;;;81.9824;;0.12207;-9.99e+08;
20120620;06;00;;;19.7192;;28.8238;;;;81.99;;0.114441;28.505;
20120620;09;00;;;18.5039;;28.7367;;;;82.6364;;0.205994;-9.99e+08;
20120620;12;00;;;17.6968;;28.5838;;;;84.433;;0.50354;25.8505;
20120620;15;00;;;17.6968;;28.5838;;;;84.433;;0.297546;25.8505;
20120620;18;00;;;15.1931;;27.1208;;;;90.5083;;2.04468;23.3617;
20120620;21;00;;;15.1931;;27.1208;;;;90.5083;;2.04468;23.3617;
20120621;00;00;;;16.7767;;26.7754;;;;88.6923;;3.96729;25.8308;
